datetime,Boro,Vol,name,tempmax,tempmin,temp,feelslike,dew,humidity,precip,precipcover,preciptype,snow,snowdepth,windgust,windspeed,sealevelpressure,cloudcover,visibility,conditions
2016-06-11,Queens,63454,New York City,87.5,60.5,74.8,75.6,54.5,49.5,0.022,4.17,rain,0.0,0.0,26.4,15.7,1011.8,72.1,9.6,"Rain, Partially cloudy"
2016-06-12,Brooklyn,25302,New York City,83.8,64.5,77.4,77.0,52.9,45.2,0.0,0.0,,0.0,0.0,37.3,26.3,1004.7,38.3,9.7,Partially cloudy
2016-06-12,Queens,59202,New York City,83.8,64.5,77.4,77.0,52.9,45.2,0.0,0.0,,0.0,0.0,37.3,26.3,1004.7,38.3,9.7,Partially cloudy
2016-06-13,Brooklyn,23420,New York City,73.7,57.5,65.5,65.5,46.6,51.0,0.0,0.0,,0.0,0.0,30.8,16.0,1009.8,53.8,9.9,Partially cloudy
2016-06-13,Queens,60915,New York City,73.7,57.5,65.5,65.5,46.6,51.0,0.0,0.0,,0.0,0.0,30.8,16.0,1009.8,53.8,9.9,Partially cloudy
2016-06-14,Brooklyn,27841,New York City,79.4,59.3,69.5,69.5,45.0,43.5,0.0,0.0,,0.0,0.0,23.0,14.2,1012.6,25.2,9.9,Partially cloudy
2016-06-14,Queens,63466,New York City,79.4,59.3,69.5,69.5,45.0,43.5,0.0,0.0,,0.0,0.0,23.0,14.2,1012.6,25.2,9.9,Partially cloudy
2016-06-15,Brooklyn,27853,New York City,84.3,63.0,74.3,73.9,48.5,41.7,0.0,0.0,,0.0,0.0,23.0,9.4,1013.1,26.6,9.9,Partially cloudy
2016-06-15,Queens,63852,New York City,84.3,63.0,74.3,73.9,48.5,41.7,0.0,0.0,,0.0,0.0,23.0,9.4,1013.1,26.6,9.9,Partially cloudy
2016-06-16,Brooklyn,11475,New York City,75.7,67.3,70.9,70.9,60.2,69.7,0.166,25.0,rain,0.0,0.0,14.8,6.5,1008.5,86.0,8.1,"Rain, Partially cloudy"
2016-06-16,Queens,61344,New York City,75.7,67.3,70.9,70.9,60.2,69.7,0.166,25.0,rain,0.0,0.0,14.8,6.5,1008.5,86.0,8.1,"Rain, Partially cloudy"
2016-06-16,Staten Island,10697,New York City,75.7,67.3,70.9,70.9,60.2,69.7,0.166,25.0,rain,0.0,0.0,14.8,6.5,1008.5,86.0,8.1,"Rain, Partially cloudy"
2016-06-17,Brooklyn,28070,New York City,75.3,64.9,70.0,70.0,54.0,58.6,0.0,0.0,,0.0,0.0,21.9,13.2,1013.3,36.9,9.4,Partially cloudy
2016-06-17,Queens,68532,New York City,75.3,64.9,70.0,70.0,54.0,58.6,0.0,0.0,,0.0,0.0,21.9,13.2,1013.3,36.9,9.4,Partially cloudy
2016-06-18,Brooklyn,16751,New York City,85.8,61.8,72.9,72.5,49.8,45.6,0.0,0.0,,0.0,0.0,20.8,8.8,1022.5,12.9,9.7,Clear
2016-06-18,Queens,14518,New York City,85.8,61.8,72.9,72.5,49.8,45.6,0.0,0.0,,0.0,0.0,20.8,8.8,1022.5,12.9,9.7,Clear
2016-06-18,Staten Island,19228,New York City,85.8,61.8,72.9,72.5,49.8,45.6,0.0,0.0,,0.0,0.0,20.8,8.8,1022.5,12.9,9.7,Clear
2016-06-19,Bronx,3587,New York City,85.4,68.1,73.8,73.8,55.4,53.2,0.0,0.0,,0.0,0.0,23.7,10.6,1025.2,36.0,9.5,Partially cloudy
2016-06-19,Manhattan,9187,New York City,85.4,68.1,73.8,73.8,55.4,53.2,0.0,0.0,,0.0,0.0,23.7,10.6,1025.2,36.0,9.5,Partially cloudy
2016-06-19,Queens,11940,New York City,85.4,68.1,73.8,73.8,55.4,53.2,0.0,0.0,,0.0,0.0,23.7,10.6,1025.2,36.0,9.5,Partially cloudy
2016-06-20,Bronx,16308,New York City,82.1,65.0,74.4,74.7,61.3,64.8,0.0,0.0,,0.0,0.0,20.8,9.9,1019.3,28.3,9.2,Partially cloudy
2016-06-21,Bronx,4754,New York City,87.3,72.9,80.0,79.6,55.6,44.5,0.0,0.0,,0.0,0.0,36.0,11.8,1008.9,48.4,9.6,Partially cloudy
2016-06-21,Manhattan,13313,New York City,87.3,72.9,80.0,79.6,55.6,44.5,0.0,0.0,,0.0,0.0,36.0,11.8,1008.9,48.4,9.6,Partially cloudy
2016-06-21,Queens,20248,New York City,87.3,72.9,80.0,79.6,55.6,44.5,0.0,0.0,,0.0,0.0,36.0,11.8,1008.9,48.4,9.6,Partially cloudy
2016-06-22,Bronx,16748,New York City,84.6,69.1,77.6,76.9,49.2,38.1,0.0,0.0,,0.0,0.0,28.6,15.2,1009.8,34.2,9.8,Partially cloudy
2016-06-23,Bronx,16660,New York City,80.3,69.0,74.5,74.5,57.4,55.9,0.0,0.0,,0.0,0.0,12.3,6.6,1011.1,63.1,9.2,Partially cloudy
2016-06-24,Bronx,18057,New York City,81.9,69.2,74.4,74.3,57.0,56.6,0.0,0.0,,0.0,0.0,23.0,14.5,1016.2,19.8,9.1,Clear
2016-06-25,Bronx,16391,New York City,83.6,65.1,73.1,73.0,55.4,56.1,0.0,0.0,,0.0,0.0,23.0,9.8,1021.5,11.0,9.5,Clear
2016-06-26,Bronx,13022,New York City,85.5,68.1,75.5,75.4,55.5,51.1,0.0,0.0,,0.0,0.0,21.0,14.8,1022.2,32.0,9.3,Partially cloudy
2016-06-27,Bronx,4067,New York City,83.0,67.1,74.5,74.6,59.8,61.3,0.093,8.33,rain,0.0,0.0,30.3,18.2,1017.8,41.0,8.9,"Rain, Partially cloudy"
2016-06-27,Brooklyn,1298,New York City,83.0,67.1,74.5,74.6,59.8,61.3,0.093,8.33,rain,0.0,0.0,30.3,18.2,1017.8,41.0,8.9,"Rain, Partially cloudy"
2016-06-27,Manhattan,297,New York City,83.0,67.1,74.5,74.6,59.8,61.3,0.093,8.33,rain,0.0,0.0,30.3,18.2,1017.8,41.0,8.9,"Rain, Partially cloudy"
2016-06-27,Queens,6045,New York City,83.0,67.1,74.5,74.6,59.8,61.3,0.093,8.33,rain,0.0,0.0,30.3,18.2,1017.8,41.0,8.9,"Rain, Partially cloudy"
2016-06-28,Bronx,3672,New York City,75.0,69.7,71.5,71.5,68.0,88.8,0.477,16.67,rain,0.0,0.0,19.7,10.3,1013.7,98.2,6.7,"Rain, Overcast"
2016-06-28,Brooklyn,555,New York City,75.0,69.7,71.5,71.5,68.0,88.8,0.477,16.67,rain,0.0,0.0,19.7,10.3,1013.7,98.2,6.7,"Rain, Overcast"
2016-06-28,Queens,7312,New York City,75.0,69.7,71.5,71.5,68.0,88.8,0.477,16.67,rain,0.0,0.0,19.7,10.3,1013.7,98.2,6.7,"Rain, Overcast"
2016-06-29,Bronx,4073,New York City,83.4,67.7,75.4,75.4,62.0,66.5,0.043,12.5,rain,0.0,0.0,23.6,9.2,1011.6,58.4,8.8,"Rain, Partially cloudy"
2016-06-29,Brooklyn,522,New York City,83.4,67.7,75.4,75.4,62.0,66.5,0.043,12.5,rain,0.0,0.0,23.6,9.2,1011.6,58.4,8.8,"Rain, Partially cloudy"
2016-06-29,Queens,7637,New York City,83.4,67.7,75.4,75.4,62.0,66.5,0.043,12.5,rain,0.0,0.0,23.6,9.2,1011.6,58.4,8.8,"Rain, Partially cloudy"
2016-06-30,Bronx,4242,New York City,85.0,68.5,76.4,76.1,57.1,52.6,0.0,0.0,,0.0,0.0,14.8,8.5,1015.5,18.6,9.9,Clear
2016-06-30,Brooklyn,416,New York City,85.0,68.5,76.4,76.1,57.1,52.6,0.0,0.0,,0.0,0.0,14.8,8.5,1015.5,18.6,9.9,Clear
2016-06-30,Queens,7909,New York City,85.0,68.5,76.4,76.1,57.1,52.6,0.0,0.0,,0.0,0.0,14.8,8.5,1015.5,18.6,9.9,Clear
2016-07-01,Bronx,332,New York City,78.7,68.8,74.2,74.2,65.1,73.9,0.607,20.83,rain,0.0,0.0,28.0,15.5,1014.1,57.3,8.4,"Rain, Partially cloudy"
2016-07-01,Brooklyn,55766,New York City,78.7,68.8,74.2,74.2,65.1,73.9,0.607,20.83,rain,0.0,0.0,28.0,15.5,1014.1,57.3,8.4,"Rain, Partially cloudy"
2016-07-01,Queens,1823,New York City,78.7,68.8,74.2,74.2,65.1,73.9,0.607,20.83,rain,0.0,0.0,28.0,15.5,1014.1,57.3,8.4,"Rain, Partially cloudy"
2016-07-02,Brooklyn,50000,New York City,76.3,65.3,71.7,71.7,54.3,57.5,0.0,0.0,,0.0,0.0,26.4,16.6,1014.5,38.6,9.2,Partially cloudy
2016-07-03,Brooklyn,38183,New York City,78.5,66.0,73.2,73.2,52.7,49.2,0.0,0.0,,0.0,0.0,21.9,14.6,1018.4,33.9,9.9,Partially cloudy
2016-07-04,Brooklyn,42897,New York City,83.1,66.4,74.3,74.2,59.4,61.7,0.135,12.5,rain,0.0,0.0,26.4,14.2,1017.0,45.3,8.8,"Rain, Partially cloudy"
2016-07-05,Brooklyn,22589,New York City,86.7,69.5,77.5,78.6,68.0,75.1,0.922,29.17,rain,0.0,0.0,18.3,8.2,1008.8,74.6,7.7,"Rain, Partially cloudy"
2016-07-05,Manhattan,26832,New York City,86.7,69.5,77.5,78.6,68.0,75.1,0.922,29.17,rain,0.0,0.0,18.3,8.2,1008.8,74.6,7.7,"Rain, Partially cloudy"
2016-07-06,Brooklyn,13695,New York City,91.8,76.4,84.1,85.8,66.4,56.8,0.0,0.0,,0.0,0.0,20.8,8.5,1010.4,26.0,9.3,Partially cloudy
2016-07-06,Manhattan,34927,New York City,91.8,76.4,84.1,85.8,66.4,56.8,0.0,0.0,,0.0,0.0,20.8,8.5,1010.4,26.0,9.3,Partially cloudy
2016-07-07,Brooklyn,9226,New York City,89.7,78.7,82.9,86.7,70.9,67.6,0.031,8.33,rain,0.0,0.0,33.3,19.5,1008.0,40.9,8.3,"Rain, Partially cloudy"
2016-07-07,Manhattan,35170,New York City,89.7,78.7,82.9,86.7,70.9,67.6,0.031,8.33,rain,0.0,0.0,33.3,19.5,1008.0,40.9,8.3,"Rain, Partially cloudy"
2016-07-08,Brooklyn,52947,New York City,84.4,69.2,78.3,79.7,69.5,75.1,0.059,8.33,rain,0.0,0.0,21.9,11.1,1008.7,54.0,8.1,"Rain, Partially cloudy"
2016-07-08,Manhattan,9491,New York City,84.4,69.2,78.3,79.7,69.5,75.1,0.059,8.33,rain,0.0,0.0,21.9,11.1,1008.7,54.0,8.1,"Rain, Partially cloudy"
2016-07-09,Brooklyn,56710,New York City,71.9,65.9,68.9,68.9,63.3,82.6,0.342,4.17,rain,0.0,0.0,21.0,9.1,1010.6,99.9,8.0,"Rain, Overcast"
2016-07-11,Brooklyn,16827,New York City,80.4,66.7,73.2,73.2,58.6,61.5,0.0,0.0,,0.0,0.0,18.3,9.1,1017.8,37.8,9.9,Partially cloudy
2016-07-12,Brooklyn,15748,New York City,81.6,69.4,75.3,75.5,63.0,66.3,0.0,0.0,,0.0,0.0,25.3,14.1,1019.0,31.1,9.7,Partially cloudy
2016-07-13,Brooklyn,10698,New York City,84.2,71.4,77.1,77.9,66.5,70.3,0.0,0.0,,0.0,0.0,23.0,10.5,1017.6,47.4,9.4,Partially cloudy
2016-07-13,Queens,22795,New York City,84.2,71.4,77.1,77.9,66.5,70.3,0.0,0.0,,0.0,0.0,23.0,10.5,1017.6,47.4,9.4,Partially cloudy
2016-07-14,Brooklyn,10962,New York City,88.4,75.3,80.3,83.8,73.0,79.1,0.512,4.17,rain,0.0,0.0,49.6,8.9,1012.0,64.4,8.2,"Rain, Partially cloudy"
2016-07-14,Queens,25054,New York City,88.4,75.3,80.3,83.8,73.0,79.1,0.512,4.17,rain,0.0,0.0,49.6,8.9,1012.0,64.4,8.2,"Rain, Partially cloudy"
2016-07-15,Brooklyn,28522,New York City,88.7,79.8,84.7,87.9,68.8,60.0,0.0,0.0,,0.0,0.0,23.0,10.5,1010.8,28.8,9.1,Partially cloudy
2016-07-15,Queens,23969,New York City,88.7,79.8,84.7,87.9,68.8,60.0,0.0,0.0,,0.0,0.0,23.0,10.5,1010.8,28.8,9.1,Partially cloudy
2016-07-16,Brooklyn,28908,New York City,89.2,76.5,81.4,82.2,65.1,58.6,0.091,8.33,rain,0.0,0.0,27.1,8.1,1015.7,34.6,9.2,"Rain, Partially cloudy"
2016-07-16,Queens,21957,New York City,89.2,76.5,81.4,82.2,65.1,58.6,0.091,8.33,rain,0.0,0.0,27.1,8.1,1015.7,34.6,9.2,"Rain, Partially cloudy"
2016-07-17,Brooklyn,28964,New York City,89.5,75.7,82.4,83.7,65.5,57.8,0.0,0.0,,0.0,0.0,23.0,9.4,1018.3,31.0,9.2,Partially cloudy
2016-07-17,Queens,20718,New York City,89.5,75.7,82.4,83.7,65.5,57.8,0.0,0.0,,0.0,0.0,23.0,9.4,1018.3,31.0,9.2,Partially cloudy
2016-07-18,Brooklyn,8932,New York City,92.8,74.9,82.1,83.5,66.9,61.7,0.279,12.5,rain,0.0,0.0,39.1,13.2,1017.6,41.0,8.7,"Rain, Partially cloudy"
2016-07-18,Queens,3825,New York City,92.8,74.9,82.1,83.5,66.9,61.7,0.279,12.5,rain,0.0,0.0,39.1,13.2,1017.6,41.0,8.7,"Rain, Partially cloudy"
2016-07-19,Brooklyn,6983,New York City,83.7,74.8,78.7,78.3,56.8,49.6,0.0,0.0,,0.0,0.0,26.4,15.5,1018.3,48.0,9.5,Partially cloudy
2016-07-20,Brooklyn,7237,New York City,82.9,69.6,76.4,76.2,53.7,45.8,0.0,0.0,,0.0,0.0,18.3,11.9,1021.9,42.2,9.7,Partially cloudy
2016-07-21,Brooklyn,7458,New York City,89.1,71.6,79.7,79.9,61.6,55.5,0.0,0.0,,0.0,0.0,26.4,10.4,1019.7,16.8,9.2,Clear
2016-07-22,Brooklyn,22041,New York City,94.9,74.6,84.5,87.2,67.9,59.2,0.0,0.0,,0.0,0.0,25.2,15.5,1012.6,27.4,8.4,Partially cloudy
2016-07-22,Queens,19924,New York City,94.9,74.6,84.5,87.2,67.9,59.2,0.0,0.0,,0.0,0.0,25.2,15.5,1012.6,27.4,8.4,Partially cloudy
2016-07-23,Brooklyn,22975,New York City,95.9,81.5,88.1,88.4,61.1,42.3,0.0,0.0,,0.0,0.0,28.2,21.1,1010.1,18.3,9.2,Clear
2016-07-23,Queens,27897,New York City,95.9,81.5,88.1,88.4,61.1,42.3,0.0,0.0,,0.0,0.0,28.2,21.1,1010.1,18.3,9.2,Clear
2016-07-24,Brooklyn,21434,New York City,92.5,75.8,84.0,84.4,61.4,47.5,0.0,0.0,,0.0,0.0,24.2,9.3,1014.0,21.5,9.3,Partially cloudy
2016-07-24,Queens,28429,New York City,92.5,75.8,84.0,84.4,61.4,47.5,0.0,0.0,,0.0,0.0,24.2,9.3,1014.0,21.5,9.3,Partially cloudy
2016-07-25,Bronx,1119,New York City,93.1,75.2,81.9,84.7,70.2,69.1,1.086,25.0,rain,0.0,0.0,37.8,9.2,1012.6,53.5,7.8,"Rain, Partially cloudy"
2016-07-25,Brooklyn,5766,New York City,93.1,75.2,81.9,84.7,70.2,69.1,1.086,25.0,rain,0.0,0.0,37.8,9.2,1012.6,53.5,7.8,"Rain, Partially cloudy"
2016-07-25,Queens,22156,New York City,93.1,75.2,81.9,84.7,70.2,69.1,1.086,25.0,rain,0.0,0.0,37.8,9.2,1012.6,53.5,7.8,"Rain, Partially cloudy"
2016-07-26,Bronx,1162,New York City,89.7,72.6,81.4,82.2,66.0,62.9,0.0,0.0,,0.0,0.0,25.5,16.6,1011.9,35.2,9.1,Partially cloudy
2016-07-26,Brooklyn,9283,New York City,89.7,72.6,81.4,82.2,66.0,62.9,0.0,0.0,,0.0,0.0,25.5,16.6,1011.9,35.2,9.1,Partially cloudy
2016-07-26,Queens,22794,New York City,89.7,72.6,81.4,82.2,66.0,62.9,0.0,0.0,,0.0,0.0,25.5,16.6,1011.9,35.2,9.1,Partially cloudy
2016-07-27,Bronx,1177,New York City,90.4,75.2,83.1,83.7,62.5,50.8,0.0,0.0,,0.0,0.0,18.3,7.0,1013.2,34.2,9.4,Partially cloudy
2016-07-27,Brooklyn,8874,New York City,90.4,75.2,83.1,83.7,62.5,50.8,0.0,0.0,,0.0,0.0,18.3,7.0,1013.2,34.2,9.4,Partially cloudy
2016-07-28,Bronx,1236,New York City,93.5,77.4,83.2,84.6,67.6,61.8,0.0,0.0,,0.0,0.0,23.9,10.7,1012.0,36.3,8.3,Partially cloudy
2016-07-28,Brooklyn,8860,New York City,93.5,77.4,83.2,84.6,67.6,61.8,0.0,0.0,,0.0,0.0,23.9,10.7,1012.0,36.3,8.3,Partially cloudy
2016-07-29,Bronx,256,New York City,83.6,69.9,76.6,77.3,68.8,77.9,1.042,41.67,rain,0.0,0.0,19.7,12.5,1010.9,71.7,6.8,"Rain, Partially cloudy"
2016-07-29,Brooklyn,5494,New York City,83.6,69.9,76.6,77.3,68.8,77.9,1.042,41.67,rain,0.0,0.0,19.7,12.5,1010.9,71.7,6.8,"Rain, Partially cloudy"
2016-07-30,Brooklyn,1880,New York City,82.5,74.4,77.0,77.7,70.4,80.7,0.256,33.33,rain,0.0,0.0,18.6,8.7,1015.4,63.9,6.7,"Rain, Partially cloudy"
2016-07-31,Brooklyn,1327,New York City,78.7,72.6,75.6,75.6,71.4,87.0,0.772,37.5,rain,0.0,0.0,18.3,10.8,1015.9,98.4,7.0,"Rain, Overcast"
2016-08-01,Brooklyn,7106,New York City,78.4,70.5,73.3,73.3,66.5,79.6,0.135,12.5,rain,0.0,0.0,23.0,12.6,1017.4,95.7,8.8,"Rain, Overcast"
2016-08-01,Staten Island,1916,New York City,78.4,70.5,73.3,73.3,66.5,79.6,0.135,12.5,rain,0.0,0.0,23.0,12.6,1017.4,95.7,8.8,"Rain, Overcast"
2016-08-02,Brooklyn,8580,New York City,77.1,70.7,73.1,73.1,61.6,67.6,0.0,0.0,,0.0,0.0,27.7,13.3,1018.9,67.7,9.5,Partially cloudy
2016-08-02,Staten Island,2398,New York City,77.1,70.7,73.1,73.1,61.6,67.6,0.0,0.0,,0.0,0.0,27.7,13.3,1018.9,67.7,9.5,Partially cloudy
2016-08-03,Brooklyn,8584,New York City,78.8,66.2,72.4,72.4,59.2,64.4,0.0,0.0,,0.0,0.0,19.7,12.2,1021.1,18.0,9.5,Clear
2016-08-03,Staten Island,2546,New York City,78.8,66.2,72.4,72.4,59.2,64.4,0.0,0.0,,0.0,0.0,19.7,12.2,1021.1,18.0,9.5,Clear
2016-08-04,Brooklyn,1288,New York City,80.9,67.1,73.8,73.8,60.5,64.2,0.0,0.0,,0.0,0.0,20.8,9.8,1020.4,21.5,9.4,Partially cloudy
2016-08-04,Staten Island,9303,New York City,80.9,67.1,73.8,73.8,60.5,64.2,0.0,0.0,,0.0,0.0,20.8,9.8,1020.4,21.5,9.4,Partially cloudy
2016-08-05,Brooklyn,0,New York City,82.9,69.6,75.9,76.2,61.8,62.0,0.0,0.0,,0.0,0.0,24.2,10.1,1015.6,38.6,9.4,Partially cloudy
2016-08-05,Staten Island,1699,New York City,82.9,69.6,75.9,76.2,61.8,62.0,0.0,0.0,,0.0,0.0,24.2,10.1,1015.6,38.6,9.4,Partially cloudy
2016-08-08,Bronx,3637,New York City,85.5,71.8,78.8,78.8,59.3,52.0,0.0,0.0,,0.0,0.0,15.4,7.3,1016.8,35.4,9.5,Partially cloudy
2016-08-08,Brooklyn,165,New York City,85.5,71.8,78.8,78.8,59.3,52.0,0.0,0.0,,0.0,0.0,15.4,7.3,1016.8,35.4,9.5,Partially cloudy
2016-08-08,Queens,10158,New York City,85.5,71.8,78.8,78.8,59.3,52.0,0.0,0.0,,0.0,0.0,15.4,7.3,1016.8,35.4,9.5,Partially cloudy
2016-08-09,Bronx,4778,New York City,86.7,71.6,79.0,78.9,62.0,57.8,0.0,0.0,,0.0,0.0,23.0,13.0,1021.9,25.0,9.5,Partially cloudy
2016-08-09,Queens,9810,New York City,86.7,71.6,79.0,78.9,62.0,57.8,0.0,0.0,,0.0,0.0,23.0,13.0,1021.9,25.0,9.5,Partially cloudy
2016-08-10,Bronx,3667,New York City,86.5,75.5,81.3,85.3,72.9,76.1,0.089,12.5,rain,0.0,0.0,22.6,12.0,1020.7,84.6,8.9,"Rain, Partially cloudy"
2016-08-10,Queens,8682,New York City,86.5,75.5,81.3,85.3,72.9,76.1,0.089,12.5,rain,0.0,0.0,22.6,12.0,1020.7,84.6,8.9,"Rain, Partially cloudy"
2016-08-11,Bronx,3623,New York City,91.5,80.5,85.0,91.9,73.4,68.9,0.094,4.17,rain,0.0,0.0,45.9,10.0,1017.4,56.9,8.8,"Rain, Partially cloudy"
2016-08-11,Queens,8844,New York City,91.5,80.5,85.0,91.9,73.4,68.9,0.094,4.17,rain,0.0,0.0,45.9,10.0,1017.4,56.9,8.8,"Rain, Partially cloudy"
2016-08-12,Bronx,221,New York City,94.0,73.9,83.6,88.9,73.3,73.0,0.386,25.0,rain,0.0,0.0,33.3,13.8,1012.7,49.2,8.6,"Rain, Partially cloudy"
2016-08-12,Queens,8150,New York City,94.0,73.9,83.6,88.9,73.3,73.0,0.386,25.0,rain,0.0,0.0,33.3,13.8,1012.7,49.2,8.6,"Rain, Partially cloudy"
2016-08-13,Queens,8294,New York City,95.8,81.5,88.3,98.1,75.2,66.2,0.002,4.17,rain,0.0,0.0,25.3,10.2,1011.8,26.1,8.9,"Rain, Partially cloudy"
2016-08-14,Queens,7795,New York City,94.5,80.0,87.1,93.2,71.7,61.3,0.039,4.17,rain,0.0,0.0,32.0,16.3,1013.7,39.8,9.3,"Rain, Partially cloudy"
2016-08-15,Queens,14537,New York City,91.8,77.6,83.8,86.1,69.0,63.0,0.0,0.0,,0.0,0.0,18.3,8.6,1019.9,34.8,9.4,Partially cloudy
2016-08-16,Queens,14705,New York City,88.0,78.3,83.5,89.3,73.1,71.5,0.097,8.33,rain,0.0,0.0,28.9,15.0,1019.7,56.4,8.7,"Rain, Partially cloudy"
2016-08-17,Queens,8232,New York City,85.5,77.3,81.1,82.4,66.5,62.7,0.041,8.33,rain,0.0,0.0,34.2,11.6,1015.8,46.6,9.6,"Rain, Partially cloudy"
2016-08-18,Queens,8278,New York City,84.8,73.2,79.2,80.1,65.8,64.4,0.032,8.33,rain,0.0,0.0,11.2,6.1,1015.1,79.2,9.3,"Rain, Partially cloudy"
2016-08-19,Brooklyn,4468,New York City,86.7,75.4,80.3,81.3,67.1,65.2,0.011,8.33,rain,0.0,0.0,16.1,8.2,1013.4,49.6,9.1,"Rain, Partially cloudy"
2016-08-19,Queens,1874,New York City,86.7,75.4,80.3,81.3,67.1,65.2,0.011,8.33,rain,0.0,0.0,16.1,8.2,1013.4,49.6,9.1,"Rain, Partially cloudy"
2016-08-20,Brooklyn,6386,New York City,82.7,73.9,77.9,78.7,69.3,75.3,0.324,8.33,rain,0.0,0.0,21.9,10.0,1013.2,47.8,8.6,"Rain, Partially cloudy"
2016-08-21,Brooklyn,5453,New York City,86.0,76.0,78.7,79.7,71.0,78.1,0.318,25.0,rain,0.0,0.0,26.8,13.0,1010.4,70.7,8.4,"Rain, Partially cloudy"
2016-08-22,Staten Island,25188,New York City,77.9,69.6,73.7,73.7,56.4,56.7,0.007,4.17,rain,0.0,0.0,29.8,20.1,1015.0,17.6,9.8,Rain
2016-08-23,Staten Island,25087,New York City,81.4,63.4,72.9,72.7,51.4,47.9,0.0,0.0,,0.0,0.0,19.7,6.6,1024.9,4.9,9.8,Clear
2016-08-24,Staten Island,25063,New York City,88.1,68.3,77.3,77.3,59.5,55.6,0.0,0.0,,0.0,0.0,21.8,14.8,1023.5,21.8,9.6,Partially cloudy
2016-08-25,Staten Island,25962,New York City,85.9,70.3,78.4,79.7,65.0,64.4,0.005,4.17,rain,0.0,0.0,24.2,16.8,1018.2,71.4,9.9,"Rain, Partially cloudy"
2016-08-26,Staten Island,24742,New York City,90.3,75.7,83.1,84.7,67.6,61.6,0.0,0.0,,0.0,0.0,28.9,17.4,1015.3,56.9,9.9,Partially cloudy
2016-08-27,Staten Island,20979,New York City,87.7,73.6,80.1,79.9,59.2,49.9,0.0,0.0,,0.0,0.0,16.1,10.5,1021.3,29.3,9.7,Partially cloudy
2016-08-28,Staten Island,17647,New York City,87.0,73.0,78.8,78.9,63.6,61.4,0.0,0.0,,0.0,0.0,21.9,9.4,1023.1,18.3,9.5,Clear
2016-08-29,Staten Island,24325,New York City,90.6,74.6,81.6,81.7,61.8,53.1,0.0,0.0,,0.0,0.0,23.0,10.9,1019.5,30.3,9.6,Partially cloudy
2016-08-30,Staten Island,25623,New York City,84.2,70.6,76.9,77.1,60.4,57.4,0.0,0.0,,0.0,0.0,19.7,12.2,1019.6,33.6,9.8,Partially cloudy
2016-08-31,Staten Island,25637,New York City,88.2,74.7,79.9,80.5,66.9,66.4,0.0,0.0,,0.0,0.0,16.1,10.5,1014.4,51.1,8.9,Partially cloudy
2016-09-01,Staten Island,25914,New York City,78.6,71.5,73.9,73.9,67.7,81.4,0.427,50.0,rain,0.0,0.0,24.2,9.8,1011.1,91.2,7.5,"Rain, Overcast"
2016-09-02,Staten Island,25754,New York City,80.2,66.4,73.4,73.4,54.9,53.4,0.0,0.0,,0.0,0.0,21.9,12.3,1017.6,41.6,9.9,Partially cloudy
2016-09-03,Staten Island,22414,New York City,74.6,67.7,71.1,71.1,57.9,63.8,0.0,0.0,,0.0,0.0,20.6,12.0,1021.1,50.3,9.9,Partially cloudy
2016-09-04,Staten Island,18279,New York City,79.6,64.9,71.8,71.8,54.4,55.8,0.0,0.0,,0.0,0.0,21.9,15.3,1023.0,20.9,9.9,Partially cloudy
2016-09-06,Queens,10172,New York City,79.8,71.8,76.5,76.5,60.4,58.1,0.0,0.0,,0.0,0.0,30.5,16.6,1014.5,90.1,9.7,Overcast
2016-09-07,Bronx,72851,New York City,84.2,71.0,76.5,77.1,66.2,71.7,0.003,4.17,rain,0.0,0.0,25.3,14.0,1014.8,75.7,9.4,"Rain, Partially cloudy"
2016-09-08,Brooklyn,23387,New York City,88.0,71.7,79.7,82.1,68.9,70.8,0.0,0.0,,0.0,0.0,16.8,11.3,1011.9,33.7,8.8,Partially cloudy
2016-09-09,Brooklyn,23106,New York City,90.9,78.2,85.6,89.6,69.4,59.0,0.044,8.33,rain,0.0,0.0,19.7,7.9,1012.0,61.1,9.3,"Rain, Partially cloudy"
2016-09-10,Bronx,18849,New York City,89.8,75.7,81.5,85.6,73.2,76.8,0.106,12.5,rain,0.0,0.0,23.5,12.8,1014.7,48.6,7.7,"Rain, Partially cloudy"
2016-09-11,Bronx,15405,New York City,82.5,70.9,78.8,79.0,60.2,56.1,0.0,0.0,,0.0,0.0,31.1,15.4,1014.8,52.1,9.3,Partially cloudy
2016-09-12,Bronx,18418,New York City,77.3,62.0,69.2,69.2,51.1,53.1,0.0,0.0,,0.0,0.0,19.7,9.8,1023.1,13.6,9.9,Clear
2016-09-13,Bronx,19839,New York City,81.7,64.5,72.0,72.0,58.7,63.9,0.0,0.0,,0.0,0.0,20.8,14.2,1021.9,9.5,9.8,Clear
2016-09-14,Bronx,19482,New York City,90.8,69.8,76.4,76.3,60.8,60.9,0.427,8.33,rain,0.0,0.0,30.7,11.1,1017.9,32.8,9.2,"Rain, Partially cloudy"
2016-09-15,Bronx,20471,New York City,73.3,62.0,67.7,67.7,48.2,50.8,0.0,0.0,,0.0,0.0,23.0,12.6,1023.8,32.4,9.9,Partially cloudy
2016-09-16,Bronx,22151,New York City,72.9,62.1,66.6,66.6,52.8,61.7,0.0,0.0,,0.0,0.0,18.6,7.8,1025.8,41.7,9.9,Partially cloudy
